GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1967,1967,1967,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.22,0.22,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,35.824421,35.8 [25.9-45.6],25.901765,45.585114
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,33.75725523,33.8 [27.3-38.5],27.34828904,38.50330949
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.1672948,1.2 [0.6-2.0],0.59956331,2.0099862
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,0.57598525,0.6 [0.1-1.8],0.098344882,1.7663155
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,20.839056,20.8 [19.7-22.1],19.650458,22.062419
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-%28recorded-unrecorded%29-alcohol-per-capita-%2815-%29-consumption,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.648481561,2.6 [1.9 - 3.5],1.87231647,3.511756166
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.5893427,2.6 [1.5-4.2],1.4625128,4.1853897
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,8.9146227,8.9 [7.8-10.1],7.8088433,10.093057
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,27.352878,27.4 [21.7-33.3],21.749724,33.3175
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,13.41797,13.4 [8.8-18.7],8.829435,18.727186
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1994,1994,1994,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,8.181297,8.2 [4.4-12.9],4.4187233,12.866671
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.2,3.2 [3.0-3.4],3.0,3.4
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,5.4264259,5.4 [4.9-6.0],4.8705753,6.0085315
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,19.7,19.7 [12.3-28.0],12.3,28.0
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1996,1996,1996,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,7.5556651,7.6 [4.4-11.4],4.4336248,11.441617
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1992,1992,1992,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,4.3,4.3 [3.9-4.7],3.9,4.7
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,34.944972992,35,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,6.6421963,6.6 [3.6-11.0],3.5787363,11.005472
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,18.164754,18.2 [14.5-22.1],14.476013,22.084624
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2018,2018,2018,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,60841.0,60 800 [36 500-86 600],36529.0,86593.0
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,0.84472876,0.8 [0.5-1.3],0.52548256,1.2970507
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.793861,3.8 [3.4-4.3],3.3828788,4.2506974
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_TESTSPROCPRIMARY,Tests and procedures in primary health care,,Yes,,
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.3],0.9,1.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.04,0,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,17.784871,17.8 [9.0-28.7],8.9735314,28.705662
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2022,2022,2022,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,2.093068058,2.1,,
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,59684.0,59 700 [42 600-79 600],42565.0,79567.0
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2022,2022,2022,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,41.654968,41.7 [31.2-52.4],31.191745,52.409172
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1983,1983,1983,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0,,
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,16.362636,16.4 [13.2-19.7],13.211221,19.691917
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,11.828712,11.8 [8.0-16.3],8.0400974,16.265273
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,28.263447,28.3 [23.5-33.0],23.49772,33.007765
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1994,1994,1994,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,3.0,3.0 [2.7-3.3],2.7,3.3
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2023,2023,2023,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,20.6,20.6 [16.1-25.2],16.1,25.2
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,1.0515756,1.1 [0.7-1.5],0.7192832,1.4857724
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2022,2022,2022,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,33.13978,33.1 [27.3-39.4],27.277926,39.419302
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.01,0,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,21.939306,21.9 [18.0-26.2],18.032053,26.177883
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1990,1990,1990,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.023258,12.0 [5.7-20.2],5.7479475,20.154878
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_SURVEILLANCE,Surveillance,,No,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,20.112346,20.1 [14.2-26.3],14.247532,26.333073
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,18.64028,18.6 [15.0-22.6],14.955013,22.63429
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_TESTSPROCPRIMARY,Tests and procedures in primary health care,,Don't know,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,41.56622015,41.6 [34.7-48.0],34.67761808,47.96728236
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1998,1998,1998,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.0,3.0 [2.8-3.2],2.8,3.2
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,26.714206,26.7 [20.4-33.3],20.37753,33.319429
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,25.303751,25.3 [21.9-28.9],21.914472,28.85837
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,6.8721294,6.9 [3.2-12.6],3.1867538,12.55946
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_SURVEILLANCE,Surveillance,,Yes,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,4.6259742,4.6 [3.4-6.1],3.3881176,6.0652282
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,22.429577,22.4 [19.6-25.3],19.576859,25.314441
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MEDICINES,NCD-related medicines,,Yes,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,20.823039,20.8 [17.0-24.8],17.020325,24.81844
